,request_id,request_date,request,desc,address,zip_code,hauler,route,district,lon,lat
11692,196094,2019-06-06,Trash - Curbside/Alley Missed Pickup,"trash/miss for this street, and other streets as well, {westcrest dr & meta dr} thursday pickup {curb}.",492 ellenwood dr,37211,RED RIVER,3401,27,-86.73393911095978,36.05860246161416
11693,196097,2019-06-06,Trash - Curbside/Alley Missed Pickup,entire street missed,616 oakley dr,37220,RED RIVER,2403,26,-86.76475049727084,36.05962726765241
11694,196098,2019-06-06,Trash - Curbside/Alley Missed Pickup,cul de sac missed trash/thursday.,310 melpar dr,37211,RED RIVER,3403,30,-86.70312846489334,36.06546376612906
11696,196102,2019-06-06,Trash - Curbside/Alley Missed Pickup,entire street missed,271 delvin ct,37013,RED RIVER,3403,27,-86.70046078910866,36.05332599424594
11698,196106,2019-06-06,Trash - Curbside/Alley Missed Pickup,this 2 weeks in a row missed picking up my street trash,5205 wessex dr,37211,RED RIVER,3403,27,-86.70801729573702,36.05546856085746
11703,196133,2019-06-06,Trash - Curbside/Alley Missed Pickup,my trash was not picked up. i can tell many others along edmondson pike were not picked up.,5136 edmondson pike,37211,RED RIVER,3401,27,-86.73902023043875,36.06379520122933
11706,196136,2019-06-06,Trash - Curbside/Alley Missed Pickup,entire street not serviced,granbery park dr,37027,RED RIVER,2401,nan,0.0,0.0
11708,196140,2019-06-06,Trash - Curbside/Alley Missed Pickup,ok i just where it was picked up today,1000 2nd ave n,37201,unknown,unknown,19,-86.78244996317667,36.17429880568535
11709,196159,2019-06-07,Trash - Curbside/Alley Missed Pickup,"our entire street was skipped. anton dr, mary anton ct and anton ct
this is getting to be a regular thing",130 anton dr,37211,RED RIVER,3405,30,-86.69190853514533,36.06645565313482
11716,196249,2019-06-07,Trash - Curbside/Alley Missed Pickup,entire street/missed for thursday/trash pickup. curb,1609 liberty hill dr,37115,RED RIVER,3414,8,-86.71643926492743,36.27003669048476
11717,196251,2019-06-07,Trash - Curbside/Alley Missed Pickup,missed.. entire street thursday/curb,105 colemont dr,37013,RED RIVER,3404,30,-86.69292132070719,36.06209226354836
11723,196279,2019-06-07,Trash - Curbside/Alley Missed Pickup,13 mary anton court nashville tm 37211,13 mary anton ct,37211,RED RIVER,3405,30,-86.69130178810325,36.06586113721168
11732,196320,2019-06-07,Trash - Backdoor,"backdoor/trash keeps being miss {thursday}s after calling in.

there has been a reoccurring issue with her trash p/u, she has back door p/u and it has been missed for the past 4 weeks. she has been calling every week to have it removed and would like to speak to a supervisor about a permanent resolution.",536 ronnie rd,37115,RED RIVER,3412,8,-86.7258919891855,36.26712068059878
11739,196374,2019-06-07,Trash - Curbside/Alley Missed Pickup,missed- trash {tuesday},3929 stewarts ln,37218,RED RIVER,3203,1,-86.86344381130532,36.19850156716917
11741,196387,2019-06-07,Trash - Backdoor,backdoor miss,1006 grandview dr,37204,RED RIVER,4305,25,-86.78979419200373,36.10743672328943
11743,196399,2019-06-07,Trash - Curbside/Alley Missed Pickup,our trash pickup day is thursday. they skipped over our entire street. none of the trash on shufeld court was picked up.,4018 shufeld ct,37013,RED RIVER,3404,30,-86.69315922591119,36.06112830112393
11747,196448,2019-06-07,Trash - Curbside/Alley Missed Pickup,"thursday, miss trash curb {other carts still out}",3307 saindon st,37211,METRO,9408,16,-86.74338392909486,36.10038539862941
11749,196465,2019-06-07,Trash - Curbside/Alley Missed Pickup,the entire street was missed,1521 heritage view blvd,37115,RED RIVER,3414,8,-86.71747337110705,36.268852654541305
11754,196510,2019-06-07,Trash - Curbside/Alley Missed Pickup,dead end always missed,2800 capella ct,37214,RED RIVER,1503,15,-86.67340214541261,36.173765292624175
11756,196524,2019-06-07,Trash - Curbside/Alley Missed Pickup,entire street/miss trash {wednesday} curb,3722 grubbs rd,37211,RED RIVER,4302,16,-86.72614601893116,36.09284687093681
11758,196547,2019-06-07,Trash - Curbside/Alley Missed Pickup,missed trash,4513 granny white pike,37204,RED RIVER,3302,25,-86.80233758252645,36.09228265225636
11761,196583,2019-06-07,Trash - Curbside/Alley Missed Pickup,my trash pickup (as well as several neighbors along granny white) were missed again! this is the 7th time this year and this happened just two weeks ago. it was out the night before. please pick up. thanks,1503 shackleford rd,37215,RED RIVER,3302,25,-86.80096019156314,36.10096174268845
11762,196603,2019-06-07,Trash - Curbside/Alley Missed Pickup,missed the street,4405 granny white pike,37204,RED RIVER,3302,25,-86.80112571917957,36.09992113168544
11768,196657,2019-06-07,Trash - Curbside/Alley Missed Pickup,missed several times...neighbors missed,4024 stewarts ln,37218,RED RIVER,3203,1,-86.86023445671172,36.20461097950483
11769,196712,2019-06-07,Trash - Backdoor,backdoor/trash friday,803 reeves rd,37013,RED RIVER,4505,28,-86.66997641332685,36.0647752264412
11774,196728,2019-06-07,Trash - Curbside/Alley Missed Pickup,missed...also missed neighbors,3041 high rigger dr,37217,RED RIVER,3505,29,-86.61165675730503,36.078428100808566
11780,196758,2019-06-07,Trash - Curbside/Alley Missed Pickup,missed...neighbors missed,2731 murfreesboro pike,37013,RED RIVER,4502,32,-86.63397000000003,36.06912999999996
11785,196780,2019-06-07,Trash - Curbside/Alley Missed Pickup,missed.,312 edenfield ct,37013,RED RIVER,4504,32,-86.64610576558809,36.06633548602578
11787,196783,2019-06-07,Trash - Curbside/Alley Missed Pickup,entire street missed....again,912 roosevelt ave,37115,RED RIVER,3514,9,-86.68817765801812,36.26819013636361
11788,196784,2019-06-07,Trash - Curbside/Alley Missed Pickup,entire cul de sac missed {trash} friday,4813 trappers rdg,37013,RED RIVER,4501,28,-86.66843255737834,36.07162570247402
11789,196787,2019-06-07,Trash - Curbside/Alley Missed Pickup,miss,1909 seasons lake ct,37013,RED RIVER,3503,33,-86.59121818504137,36.07177866202894
11814,196852,2019-06-08,Trash - Curbside/Alley Missed Pickup,the whole street was missed,1708 sprucedale dr,37013,RED RIVER,4510,32,-86.61246199715906,36.036659730476295
11819,196878,2019-06-08,Trash - Curbside/Alley Missed Pickup,trash was not picked up,2518 elm hill pike,37214,RED RIVER,2502,15,-86.67965252668382,36.15286583832511
11829,197113,2019-06-10,Trash - Backdoor,"backdoor/trash is being missed every wednesday, why?  should be on the route for backdoor. very upset wants cart emptied asap. waiver good through year 2020.
6/10/2019 still missed",617 kinsey blvd,37115,RED RIVER,3314,9,-86.69003518723453,36.25306895745622
11833,197137,2019-06-10,Trash - Curbside/Alley Missed Pickup,miss,601 main st,37206,METRO,9501,6,-86.76297662320962,36.1743066862364
11835,197145,2019-06-10,Trash - Curbside/Alley Missed Pickup,"missed entire court, last friday
the whole court dead end. curb {wants cart emptied before next pickup}",2028 leatherbury ct,37013,RED RIVER,3503,33,-86.5928728049414,36.07195712135967
11841,197255,2019-06-10,Trash - Curbside/Alley Missed Pickup,missed trash.  the whole street was missed,1205 barkhill pl,37013,RED RIVER,4510,32,-86.61831669452101,36.03254929616359
11850,197326,2019-06-10,Trash - Backdoor,"backdoor miss...caller says trash has been missed for the past 4 to 5  weeks, very upset thursday {never came after calling in}",401 wauford dr,37211,RED RIVER,2404,26,-86.74942675001789,36.07640189552863
11852,197347,2019-06-10,Trash - Curbside/Alley Missed Pickup,everyone's trash can was missed on the street.,2012 leatherbury ct,37013,RED RIVER,3503,33,-86.59214437837379,36.07161253001649
11853,197351,2019-06-10,Trash - Curbside/Alley Missed Pickup,missed...neighbors missed,1400 ashwood ave,37212,METRO,9401,18,-86.79154454119826,36.12913895419154
11854,197367,2019-06-10,Trash - Backdoor,missed backdoor trash,3138 jenry dr,37214,RED RIVER,1505,14,-86.64443006547403,36.18402863673365
11870,197502,2019-06-10,Trash - Curbside/Alley Missed Pickup,trash/miss last tuesday. dead end curb,708 enloe st,37207,RED RIVER,3202,2,-86.79575269329199,36.20631957190488
11872,197534,2019-06-10,Trash - Curbside/Alley Missed Pickup,missed trash whole alley,2416 brasher ave,37206,METRO,9503,5,-86.74818007102704,36.195960702441376
11877,197650,2019-06-10,Trash - Curbside/Alley Missed Pickup,1 cart,2840 lebanon pike,37214,RED RIVER,1503,15,-86.65975720928799,36.16809353517564
11893,197884,2019-06-11,Trash - Curbside/Alley Missed Pickup,entire street/missed friday curb,717 candlecreek way,37013,RED RIVER,4510,32,-86.61472299407592,36.03281683385384
11896,197978,2019-06-11,Trash - Curbside/Alley Missed Pickup,2 weeks no trash/service curb {thursday},1013 pewter ct,37115,RED RIVER,3412,8,-86.71914050301945,36.27221822956472
11898,198014,2019-06-11,Trash - Curbside/Alley Missed Pickup,"trash/miss last friday, circle",209 longhunter cir,37217,RED RIVER,2505,29,-86.64289311196377,36.09122067054644
11899,198053,2019-06-11,Trash - Curbside/Alley Missed Pickup,trash was not picked up friday again. i know you spoke to them but this is the 3rd missed friday.,12546 old hickory blvd,37013,RED RIVER,4510,33,-86.60453708787944,36.0362571548934
11903,198103,2019-06-11,Trash - Backdoor,backdoor miss,4221 shagbark trl,37013,RED RIVER,4510,32,-86.61958486488834,36.04248553123047
11904,198260,2019-06-11,Trash - Backdoor,4 weeks no pickup for backdoor/trash. waiver good.,1217 nichol ln,37205,RED RIVER,1302,34,-86.86740717214794,36.088197097147535
11908,198356,2019-06-11,Trash - Backdoor,missed trash backdoor 3rd week in row.,548 maplewood ln,37216,RED RIVER,2201,8,-86.74097090709611,36.22822887144275
11910,198372,2019-06-11,Trash - Curbside/Alley Missed Pickup,missed the street,901 youngs ln,37207,RED RIVER,3202,2,-86.8054540512209,36.20468162114173
11911,198377,2019-06-11,Trash - Backdoor,"for the second week in a row, my backdoor trash collection has not been picked up.  i've been skipped again.  please pick up and find out why i am being discriminated against.",4316 brush hill rd,37216,RED RIVER,2203,7,-86.71434696683993,36.23353934924574
11913,198393,2019-06-11,Trash - Curbside/Alley Missed Pickup,cust says the street was missed,753 ringgold dr,37207,RED RIVER,3205,2,-86.81527595287405,36.2162475329405
11915,198402,2019-06-11,Trash - Backdoor,3 weeks missed backdoor/trash,525 lemont dr,37216,RED RIVER,2204,8,-86.74399941398755,36.2319978431256
11916,198404,2019-06-11,Trash - Curbside/Alley Missed Pickup,missed,2941 rich acres dr,37207,RED RIVER,2201,2,-86.7668506102359,36.22786736035777
11918,198418,2019-06-11,Trash - Curbside/Alley Missed Pickup,trash not picked up yet again,719 old hickory blvd,37115,RED RIVER,3214,8,-86.73475292982472,36.26374437648682
11919,198502,2019-06-12,Trash - Curbside/Alley Missed Pickup,trash/alley {tuesday},1805 state st,37203,METRO,9208,21,-86.79848197317696,36.15556846447884
11920,198532,2019-06-12,Trash - Curbside/Alley Missed Pickup,missed...neighbor missed,1917 church st,37203,METRO,9208,21,-86.80007829432262,36.153474668636186
11922,198558,2019-06-12,Trash - Backdoor,back door missed again,533 annex ave,37209,RED RIVER,4203,20,-86.88021822493256,36.15650334038916
11929,198722,2019-06-12,Trash - Curbside/Alley Missed Pickup,1 cart,1816 jo johnston ave,37203,METRO,9208,21,-86.8029875900445,36.16032964655012
11932,198835,2019-06-12,Trash - Curbside/Alley Missed Pickup,my trash has not been collected for two weeks,505 coffee st,37208,WASTE IND,3207,19,-86.79613521001208,36.18522189366532
11934,198981,2019-06-12,Trash - Curbside/Alley Missed Pickup,entire neighborhood missed trash/curb {wednesday},190 empire dr,37211,RED RIVER,4302,16,-86.72794739135821,36.093218406851946
11935,198991,2019-06-12,Trash - Backdoor,we  have back door pick up set up for my parents of the trash and this is the second week that the trash has not been picked up,1036 percy warner blvd,37205,RED RIVER,1303,23,-86.87741476945358,36.09409721723749
11936,199040,2019-06-12,Trash - Curbside/Alley Missed Pickup,missed the whole street,8 sharonwood dr,37215,RED RIVER,2305S,25,-86.81089190466975,36.123042319480575
11938,199081,2019-06-12,Trash - Curbside/Alley Missed Pickup,missed,607 estes rd,37215,RED RIVER,2303,24,-86.83552215203144,36.12304239818845
11940,199090,2019-06-12,Trash - Curbside/Alley Missed Pickup,"the whole alley missed again, needs to be emptied.  wednesday****",3306 trevor st,37209,METRO,9303,21,-86.82523067907991,36.15453229804181
11941,199094,2019-06-12,Trash - Curbside/Alley Missed Pickup,no one's trash/pickup for {wednesday} curb. 2nd week in a row,708 old hickory blvd,37115,RED RIVER,3412,8,-86.73061760695617,36.26480066730112
11943,199104,2019-06-12,Trash - Curbside/Alley Missed Pickup,this is happening quite frequently even though i place my can out on the night before!,1537 harding pl,37215,RED RIVER,3303,34,-86.81841939845783,36.09047134732016
11945,199183,2019-06-13,Trash - Backdoor,backdoor miss,6604 ormond dr,37205,RED RIVER,1303,23,-86.90165508269712,36.093330275076
11946,199185,2019-06-13,Trash - Backdoor,backdoor/trash miss for wednesday. please empty cart.,101 jocelyn hills rd,37205,RED RIVER,1304,23,-86.89876641425802,36.10056256332534
11949,199218,2019-06-13,Trash - Backdoor,missed backdoor trash,502 georgetown dr,37205,RED RIVER,1305,23,-86.882109456983,36.12011110750836
11950,199217,2019-06-13,Trash - Backdoor,****paid-backdoor*** {keeps being missed} wednesday.,140 brook hollow rd,37205,RED RIVER,1304,23,-86.88426717447325,36.10054887476149
11951,199226,2019-06-13,Trash - Curbside/Alley Missed Pickup,missed- trash,212 cana cir,37205,RED RIVER,1303,23,-86.88689531546316,36.08694661768028
11953,199239,2019-06-13,Trash - Curbside/Alley Missed Pickup,curb 2 weeks in row/trash/miss wednesday.,133 jocelyn hills rd,37205,RED RIVER,1304,23,-86.8993268349923,36.09659093425461
11955,199244,2019-06-13,Trash - Curbside/Alley Missed Pickup,missed trash,1223 n 6th st,37207,METRO,9203,5,-86.76032814864718,36.19381572175401
11956,199246,2019-06-13,Trash - Backdoor,backdoor miss,4422 granny white pike,37204,RED RIVER,3302,25,-86.80096098254613,36.09621684655716
11960,199287,2019-06-13,Trash - Backdoor,backdoor trash missed again.,206 rolling fork ct,37205,RED RIVER,1304,23,-86.9062500235903,36.09286366453976
11970,199531,2019-06-13,Trash - Backdoor,"**paid backdoor/ trash***red river is supposed to provide trash collection on wednesdays.  there have been multiple incidents over the last few months where that has not happened, with yesterday being the latest one.  it is nearly impossible to speak to anyone at red river's office, so going through hubnashville seems to be the best option.  i would like for my trash to be pick up asap.  thank you.",6670 jocelyn hollow rd,37205,RED RIVER,1304,23,-86.91631893556087,36.09481528473959
11973,199575,2019-06-13,Trash - Backdoor,miss,101 barry dr,37115,RED RIVER,3312,7,-86.71846489583582,36.246659882676354
11974,199577,2019-06-13,Trash - Backdoor,missed,5929 sedberry rd,37205,RED RIVER,1304,23,-86.86895574671624,36.11224952179802
11976,199627,2019-06-13,Trash - Backdoor,backdoor miss again,857 belton dr,37205,RED RIVER,1305,23,-86.89683565404881,36.12480189218753
11977,199635,2019-06-13,Trash - Curbside/Alley Missed Pickup,my trash cart has not been picked up for three times already.  all my neighbor?s been pick up except me.,4936 hopedale dr,37211,RED RIVER,2405,30,-86.71603322931888,36.07160729487635
11980,199738,2019-06-13,Trash - Curbside/Alley Missed Pickup,entire street missed,271 delvin ct,37013,RED RIVER,3403,27,-86.70046078910866,36.05332599424594
11990,199822,2019-06-13,Trash - Curbside/Alley Missed Pickup,about 1/2 of the carts on the street were serviced.,granbery park dr,37027,RED RIVER,2401,nan,0.0,0.0
11991,199833,2019-06-14,Trash - Curbside/Alley Missed Pickup,missed trash pickup,15 heritage glen ct,37115,RED RIVER,3412,8,-86.71697655567979,36.271231185266274
11994,199877,2019-06-14,Trash - Backdoor,backdoor/trash missed {wednesday},755 rodney dr,37205,RED RIVER,1301,23,-86.91324184379974,36.10356558483233
11996,199881,2019-06-14,Trash - Backdoor,miss,536 ronnie rd,37115,RED RIVER,3412,8,-86.7258919891855,36.26712068059878
11998,199892,2019-06-14,Trash - Curbside/Alley Missed Pickup,"trash/missed thursday,",1074 granbery park dr,37027,RED RIVER,2401,4,-86.75830781363773,36.0439965099117
12000,199900,2019-06-14,Trash - Curbside/Alley Missed Pickup,entire street was missed,733 heritage dr,37115,RED RIVER,3412,8,-86.71994943386375,36.27285455917168
12005,199913,2019-06-14,Trash - Curbside/Alley Missed Pickup,missed trash - others missed in area,145 jocelyn hills rd,37205,RED RIVER,1304,23,-86.89528980046107,36.09573193679278
12007,199923,2019-06-14,Trash - Curbside/Alley Missed Pickup,the whole {alley} missed tuesday{s} pickup.,1517 12th ave n,37208,WASTE IND,3207,21,-86.80213828996558,36.17495134042972
12008,199926,2019-06-14,Trash - Backdoor,backdoor missed....,910 jessamin rd,37204,METRO,9406,17,-86.76893849118747,36.13118832038987
12012,199964,2019-06-14,Trash - Curbside/Alley Missed Pickup,missed street,639 heritage dr,37115,RED RIVER,3412,8,-86.72476773706617,36.2688179196882
12013,199970,2019-06-14,Trash - Curbside/Alley Missed Pickup,miss,721 heritage dr,37115,RED RIVER,3412,8,-86.72074043996233,36.2726190979406
12014,199980,2019-06-14,Trash - Curbside/Alley Missed Pickup,miss/thursday curb,615 heritage dr,37115,RED RIVER,3412,8,-86.72493309620995,36.26709182234614
12016,199995,2019-06-14,Trash - Backdoor,miss,6609 rolling fork dr,37205,RED RIVER,1304,23,-86.90997725396372,36.094394055462246
12017,199998,2019-06-14,Trash - Curbside/Alley Missed Pickup,"2 weeks/of not being emptied, friday{s} just seen truck passing him up again. when every-one's else got emptied.",2308 trevecca ave,37206,METRO,9503,5,-86.74530177562488,36.19343744425477
12025,200152,2019-06-14,Trash - Curbside/Alley Missed Pickup,"cart on side street, veritas",3511 nolensville pike,37211,METRO,9408,16,-86.73891707992682,36.09791847798875
12028,200184,2019-06-14,Trash - Curbside/Alley Missed Pickup,1 cart curb missed thursday,4418 winston ave w,37211,RED RIVER,2405,27,-86.72737631462071,36.07166245437176
12029,200190,2019-06-14,Trash - Backdoor,backdoor/missed tuesday,4205 drakes branch rd,37218,RED RIVER,3203,1,-86.84879010775032,36.21521917629187
12032,200251,2019-06-14,Trash - Curbside/Alley Missed Pickup,driver missed pickup,2220 maplecrest dr,37214,RED RIVER,1503,15,-86.6923404456971,36.178115929216666
12034,200258,2019-06-14,Trash - Curbside/Alley Missed Pickup,the trash pickup service missed the entire block. this is the second time in three weeks that this has been done.,605 welshcrest pl,37013,RED RIVER,4504,32,-86.64799451713293,36.068162607959096
12039,200310,2019-06-14,Trash - Backdoor,backdoor miss {friday},3231 knobview dr,37214,RED RIVER,1503,15,-86.67249052951574,36.17438827683086
12042,200324,2019-06-14,Trash - Curbside/Alley Missed Pickup,curb trash friday,84 riverpoint pass,37214,RED RIVER,1503,15,-86.66162210233256,36.17051854618943
12043,200325,2019-06-14,Trash - Curbside/Alley Missed Pickup,customer stated they missed the entire street. friday  {cul de sac},2741 welshcrest dr,37013,RED RIVER,4504,32,-86.64743598276337,36.06877224714963
12044,200330,2019-06-14,Trash - Curbside/Alley Missed Pickup,trash/miss curb last friday. {entire street on her side all missed}.,3318 anderson rd,37013,RED RIVER,3501,29,-86.60658449798967,36.08192056229464
12045,200334,2019-06-14,Trash - Backdoor,missed,263 wilowen dr,37210,RED RIVER,1504,15,-86.70632517828624,36.15954736714394
12046,200337,2019-06-14,Trash - Backdoor,missed again,1609 branch st,37216,METRO,9505,7,-86.72567829826515,36.1960672294036
12047,200338,2019-06-14,Trash - Backdoor,missed again,1609 branch st,37216,METRO,9505,7,-86.72567829826515,36.1960672294036
12051,200344,2019-06-14,Trash - Curbside/Alley Missed Pickup,missed,3585 gondola dr,37013,RED RIVER,3502,33,-86.59907305616487,36.08353087057235
12053,200354,2019-06-14,Trash - Curbside/Alley Missed Pickup,"my normal pickup day is thursday. as of friday at 5:00pm, trash has not been picked up.",643 heritage dr,37115,RED RIVER,3412,8,-86.72469446926036,36.26911503465314
12057,200362,2019-06-14,Trash - Curbside/Alley Missed Pickup,"i'm living on 317 clearlake drive west nashville tn 37217
i have all my trash bagged in plastic bag.
my trash was not picked up. this is the second time. what are your drivers doing ??? my trash was out already the day prior.",215 6th ave n,37219,RED RIVER,3314,19,-86.78218651240726,36.162971587908665
12059,200370,2019-06-14,Trash - Backdoor,backdoor pickup missed,2224 maplecrest dr,37214,RED RIVER,1503,15,-86.69207114602685,36.17797023017598
12061,200390,2019-06-15,Trash - Backdoor,my trash has ben missed alot of times,2315 revere pl,37214,RED RIVER,1503,15,-86.6869124809117,36.1709174351537
12063,200396,2019-06-15,Trash - Curbside/Alley Missed Pickup,only one side of the road was picked up,247 wallace rd,37211,RED RIVER,2405,30,-86.70950149663838,36.07892688520486
12069,200534,2019-06-16,Trash - Curbside/Alley Missed Pickup,several streets in the neighborhood were missed on the 6/12 pickup date.,414 37th ave n,37209,WASTE IND,3306,24,-86.8286220089574,36.15376120443026
12070,200542,2019-06-16,Trash - Backdoor,my trash has not been picked up for several weeks. i?m not sure what conditions the bags in my trash can below my deck are in. i have to keep it open and placed below the deck so i can drop the bags into it.,3802 nevada ave,37209,WASTE IND,3306,24,-86.83114155447569,36.14956162077052
12071,200543,2019-06-16,Trash - Curbside/Alley Missed Pickup,trash should have been picked up on 13 jun 2019.,675 heritage dr,37115,RED RIVER,3412,8,-86.72386474073316,36.27162744746126
12072,200581,2019-06-17,Trash - Curbside/Alley Missed Pickup,carts were curbside by 7 pm the night before due to my being out of town.  came back sunday night and trash had not been emptied. cans are still at the curb.,277 bell rd,37217,RED RIVER,4502,29,-86.63116659725476,36.08082644441178
12076,200617,2019-06-17,Trash - Curbside/Alley Missed Pickup,entire street missed,716 heritage dr,37115,RED RIVER,3412,8,-86.72072530900248,36.27223524436592
12077,200635,2019-06-17,Trash - Curbside/Alley Missed Pickup,missed trash,3408 meadowlake ter,37217,RED RIVER,3501,29,-86.61261358091986,36.09320856461366
12080,200649,2019-06-17,Trash - Backdoor,backdoor/trash miss for pickup. wednesday. both cans full,2118 sharondale dr,37215,RED RIVER,2305,25,-86.8105776086815,36.12170820839746
12082,200665,2019-06-17,Trash - Curbside/Alley Missed Pickup,missed 1 cart,2214 mecca dr,37214,RED RIVER,1503,15,-86.69112589955505,36.17838124417378
12087,200867,2019-06-17,Trash - Backdoor,paid/backdoor trash missed again- 2 full carts.,2708 old lebanon rd,37214,RED RIVER,1503,15,-86.66936338281833,36.17404828491083
12088,200878,2019-06-17,Trash - Backdoor,backdoor/trash friday,803 reeves rd,37013,RED RIVER,4505,28,-86.66997641332685,36.0647752264412
12089,200914,2019-06-17,Trash - Backdoor,1 cart,5192 regent dr,37220,RED RIVER,2403,26,-86.7698345220622,36.05888361070267
12091,200957,2019-06-17,Trash - Curbside/Alley Missed Pickup,missed street,736 heritage dr,37115,RED RIVER,3412,8,-86.71895629796204,36.27285439946471
12092,200963,2019-06-17,Trash - Curbside/Alley Missed Pickup,missed whole block,182 tusculum rd,37013,RED RIVER,3403,30,-86.69472378097083,36.054945943050726
12093,201010,2019-06-17,Trash - Curbside/Alley Missed Pickup,missed...neighbors missed,601 heritage dr,37115,RED RIVER,3412,8,-86.7252747880993,36.26589146385384
12094,201061,2019-06-17,Trash - Curbside/Alley Missed Pickup,1 cart,2840 lebanon pike,37214,RED RIVER,1503,15,-86.65975720928799,36.16809353517564
12099,201675,2019-06-18,Trash - Curbside/Alley Missed Pickup,missed pick up,1043 e trinity ln,37216,METRO,9507,5,-86.7425873511558,36.20422636332621
12103,201741,2019-06-18,Trash - Curbside/Alley Missed Pickup,missed,5135 hickory hollow pkwy,37013,RED RIVER,4504,32,-86.66568349645347,36.04992967629358
12105,201772,2019-06-18,Trash - Curbside/Alley Missed Pickup,1 cart,920 preston dr,37206,RED RIVER,1201,6,-86.71795458713437,36.18252544341836
12106,201775,2019-06-18,Trash - Backdoor,backdoor miss,200 hart ln,37207,RED RIVER,2201,8,-86.75571572002586,36.22056749738383
12107,201788,2019-06-18,Trash - Curbside/Alley Missed Pickup,missed trash/tuesday,1916 s hamilton rd,37218,RED RIVER,4204,2,-86.83229506711865,36.19215102084551
12111,201809,2019-06-18,Trash - Backdoor,miss,3600 whites creek pike,37207,RED RIVER,3201,3,-86.8205136791185,36.23947422671626
12115,201831,2019-06-18,Trash - Curbside/Alley Missed Pickup,missed the entire neighborhood. regular pick up is friday.. it?s currently tuesday,1528 stoney river ln,37115,RED RIVER,3512,9,-86.70008466744746,36.28161219857483
12118,201844,2019-06-18,Trash - Curbside/Alley Missed Pickup,"trash not picked up, found laying on its side.",1827 heiman st,37208,METRO,9208,21,-86.8096213695841,36.17092549888987
12122,201951,2019-06-19,Trash - Curbside/Alley Missed Pickup,missed,1619 arthur ave,37208,WASTE IND,3207,21,-86.80172435660378,36.17746660923351
12128,201976,2019-06-19,Trash - Curbside/Alley Missed Pickup,1 cart,920 preston dr,37206,RED RIVER,1201,6,-86.71795458713437,36.18252544341836
12129,201980,2019-06-19,Trash - Curbside/Alley Missed Pickup,missed,1816 jo johnston ave,37203,METRO,9208,21,-86.8029875900445,36.16032964655012
12130,201991,2019-06-19,Trash - Curbside/Alley Missed Pickup,missed- cart is on norman.,229 beverly dr,37115,RED RIVER,3214,8,-86.72329260686298,36.25742401877148
12135,202056,2019-06-19,Trash - Backdoor,backdoor pickup missed,2224 maplecrest dr,37214,RED RIVER,1503,15,-86.69207114602685,36.17797023017598
12139,202110,2019-06-19,Trash - Curbside/Alley Missed Pickup,cart still not emptied,675 heritage dr,37115,RED RIVER,3412,8,-86.72386474073316,36.27162744746126
12142,202255,2019-06-19,Trash - Curbside/Alley Missed Pickup,miss,707 douglas ave,37207,METRO,9203,5,-86.7579579851313,36.1939569671864
12144,202281,2019-06-19,Trash - Curbside/Alley Missed Pickup,missed...neighbor missed,1917 church st,37203,METRO,9208,21,-86.80007829432262,36.153474668636186
12154,202419,2019-06-19,Trash - Curbside/Alley Missed Pickup,missed one cart but not the other,630 vernon ave,37209,RED RIVER,4201,20,-86.86804719448556,36.1589056597994
12155,202431,2019-06-19,Trash - Backdoor,backdoor miss,6604 ormond dr,37205,RED RIVER,1303,23,-86.90165508269712,36.093330275076
12157,202438,2019-06-19,Trash - Backdoor,backdoor/trash missed wednesday {off page rd},118 clydelan ct,37205,RED RIVER,1302,34,-86.87027185825866,36.08770174437718
12158,202440,2019-06-19,Trash - Curbside/Alley Missed Pickup,1 cart,2198 golf club ln,37215,RED RIVER,2305,25,-86.81400474789702,36.1185018196397
12160,202442,2019-06-19,Trash - Backdoor,missed backdoor,6113 jocelyn hollow rd,37205,RED RIVER,1304,23,-86.87407294402024,36.10882285566513
12164,202462,2019-06-19,Trash - Curbside/Alley Missed Pickup,my trash is in allay there are 2 cams mines & neighbors,911 30th ave n,37209,WASTE IND,3307,21,-86.82161538092038,36.16175802042987
12165,202465,2019-06-19,Trash - Curbside/Alley Missed Pickup,1 cart,6413 e valley ct,37205,RED RIVER,1303,23,-86.88142863534951,36.0992861936397
12167,202471,2019-06-19,Trash - Backdoor,1 cart missed backdoor,6413 e valley ct,37205,RED RIVER,1303,23,-86.88142863534951,36.0992861936397
12168,202488,2019-06-19,Trash - Curbside/Alley Missed Pickup,the trash men didnt come at all today for anyone. we all had our trash out.,2433 batavia st,37208,METRO,9303,21,-86.81385983441575,36.161240064300216
12169,202494,2019-06-19,Trash - Backdoor,"yet again, the cart was not picked up",3406 batavia st,37209,WASTE IND,3307,21,-86.82704202699729,36.15976502667512
12170,202508,2019-06-19,Trash - Curbside/Alley Missed Pickup,trash cart pick up skipped today - was taken to alley last night,3605 meadowbrook ave,37205,METRO,9307,24,-86.82791553952654,36.13783814541062
12174,202592,2019-06-20,Trash - Backdoor,backdoor/trash miss for wednesday. please empty cart.,101 jocelyn hills rd,37205,RED RIVER,1304,23,-86.89876641425802,36.10056256332534
12178,202613,2019-06-20,Trash - Backdoor,missed backdoor trash,200 brook hollow rd,37205,RED RIVER,1304,23,-86.88336810689438,36.1010389467654
